spelling,tags,target_word_ids,decision,reason,translation_reference,inflections_reference,source_id
stir,cet4 cet6 ky toefl gre,"[""cet4-w-7ee0a9cf87147e3cffe4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 骚动, 轰动, 搅动, 监狱
vt. 移动, 摇动, 激起, 惹起, 搅拌
vi. 走动, 传播, 搅拌",p:stirred/i:stirring/d:stirred/3:stirs,ecdict-bc015ed2e24a
stitch,cet4 cet6 ky toefl ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 一针, 疼痛, 针法, 碎布条, 针脚
v. 缝, 缝合, 装订",s:stitches/d:stitched/i:stitching/p:stitched/3:stitches,ecdict-bc015ed2e24a
stock,cet4 cet6 ky toefl ielts gre,"[""cet4-w-e2f27bad623e3e7082ba""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目
a. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的
vt. 装把手于, 进货, 备有, 放牧
vi. 出新芽, 备货, 囤积",s:stocks/d:stocked/i:stocking/p:stocked/3:stocks,ecdict-bc015ed2e24a
stocking,gk cet4 cet6 ky,"[""cet4-w-d99924a7fc8f817edf74""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 长袜
[医] 马足水肿; 长袜",0:stock/1:i/s:stockings/i:stocking,ecdict-bc015ed2e24a
stomach,zk gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-9db29e753909fd535fc5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 胃, 食欲, 欲望, 肚子
vt. 吃下, 忍受",s:stomachs/i:stomaching/p:stomached/3:stomaches/d:stomached,ecdict-bc015ed2e24a
stone,zk gk cet4 cet6 ky ielts,"[""cet4-w-85718ee2616486ee7e8d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 石头, 宝石, 果核, 纪念碑, 结石
vt. 投扔石子, 铺石头
a. 石的, 石制的, 完全的",s:stones/d:stoned/p:stoned/i:stoning/3:stones,ecdict-bc015ed2e24a
stony,cet4 cet6 toefl,"[""cet4-w-13d243bc6968d285f812""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 多石的, 无情的",r:stonier,ecdict-bc015ed2e24a
stool,cet4 cet6 ky,"[""cet4-w-3598f6f7b382842c383b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 凳子, 大便, 粪便, 厕所
vi. 长新枝
vt. 引诱, 诱捕",s:stools/i:stooling/p:stooled/3:stools/d:stooled,ecdict-bc015ed2e24a
stoop,cet4 cet6 ky ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 佝偻, 屈从, 弯腰
vi. 弯下, 屈从, 弯腰, 堕落
vt. 使屈从, 使弯曲",p:stooped/i:stooping/3:stoops/d:stooped/s:stoops,ecdict-bc015ed2e24a
storage,gk cet4 cet6 ky toefl ielts,"[""cet4-w-19e4dfb0ba1af383bf1e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 存储器, 储藏, 保管, 库存, 仓库
[计] 存放处; 存储",s:storages,ecdict-bc015ed2e24a
storey,cet4 cet6 ky ielts,"[""cet4-w-7a9e0221e1ae687d2519""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 楼, 楼层, 层楼",s:storeys/p:storeyed,ecdict-bc015ed2e24a
storm,zk gk cet4 cet6 ky toefl,"[""cet4-w-267a640334051897b0e5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 暴风雨, 骚动, 风波, 风暴, 猛攻
vi. 起风, 猛冲, 怒吼
vt. 猛攻",s:storms/p:stormed/i:storming/d:stormed/3:storms,ecdict-bc015ed2e24a
stormy,cet4 cet6,"[""cet4-w-68c87a73d509f3b4fa46""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 暴风雨的, 粗暴的, 激烈的",t:stormiest/r:stormier,ecdict-bc015ed2e24a
stove,gk cet4 cet6 ky toefl,"[""cet4-w-3c3a3a74c6254e3d99aa""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 火炉, 窑
vt. 用火炉烤
stave的过去式和过去分词",s:stoves/d:stoved/p:stoved/0:stove/1:p,ecdict-bc015ed2e24a
strain,cet4 cet6 ky toefl ielts,"[""cet4-w-39c2189647ce6f3536a9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 紧张, 拉紧, 张力, 过劳, 扭伤, 血缘, 种, 族, 气质, 曲调, 旋律, 口吻
vt. 使劳累, 拉紧, 过分使用, 扭伤, 滥用, 曲解, 滤
vi. 尽力, 努力, 紧拉, 弯曲, 被滤出",s:strains/i:straining/d:strained/p:strained/3:strains,ecdict-bc015ed2e24a
stranger,zk gk cet4 cet6 ky,"[""cet4-w-7f00452678ca71c44ec1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 陌生人, 门外汉
[法] 局外人, 非当事人, 第三者",0:strange/1:r/s:strangers,ecdict-bc015ed2e24a
strap,cet4 cet6 ky toefl ielts,"[""cet4-w-0efc179cd3ca5981ed8a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 带, 皮带
vt. (用皮带)捆扎",s:straps/d:strapped/p:strapped/i:strapping/3:straps,ecdict-bc015ed2e24a
strategic,cet4 cet6 ielts,"[""cet4-w-8e46e5b92a89a720b060""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 战略的, 战略上的
[经] 战略的",,ecdict-bc015ed2e24a
strategy,cet4 cet6 ky toefl ielts,"[""cet4-w-b9a76f24e3f0fea802f9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 战略, 策略
[经] 战略, 策略",s:strategies,ecdict-bc015ed2e24a
straw,gk cet4 cet6 ky,"[""cet4-w-6afd8d958a3c7f26341d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 稻草, 麦管, 吸管, 一文不值的东西, 草帽
a. 稻草的, 稻草色的, 琐碎的, 无价值的",s:straws/i:strawing/p:strawed/3:straws/d:strawed,ecdict-bc015ed2e24a
strawberry,zk gk cet4 cet6 ky,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,n. 草莓,s:strawberries,ecdict-bc015ed2e24a
stream,zk gk cet4 cet6 ky gre,"[""cet4-w-70b96ac2e8af090a7189""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 水流, 小河, 流出, 趋势, 人潮
vt. 流出, 流动, 展开
vi. 流, 涌, 飘扬
[计] 流",s:streams/i:streaming/p:streamed/d:streamed/3:streams,ecdict-bc015ed2e24a
strength,gk cet4 cet6 ky toefl ielts,"[""cet4-w-462af4c808870f4a2020""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 力量, 实力, 强度, 浓度, 人数, 抵抗力
[化] 强度",s:strengths,ecdict-bc015ed2e24a
strengthen,gk cet4 cet6 ky toefl ielts,"[""cet4-w-02d317385d89fef11bef""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 加强, 变坚固
vi. 变强, 股票上涨",d:strengthened/i:strengthening/p:strengthened/3:strengthens,ecdict-bc015ed2e24a
stress,gk cet4 cet6 ky toefl ielts,"[""cet4-w-4ad4ab9ebe9e8a1a09cf""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 压力, 紧迫, 强调, 重音, 重点, 应力
vt. 加压力于, 着重, 重读",p:stressed/d:stressed/3:stresses/i:stressing/s:stresses,ecdict-bc015ed2e24a
stretch,cet4 cet6 ky toefl ielts gre,"[""cet4-w-0f373de4c230365a332d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 伸展, 张开, 连绵, 一段路, 一段时间
a. 可伸缩的, 弹性的
vt. 伸展, 张开, 曲解, 使过度伸展
vi. 伸展, 延伸
[计] 伸展",p:stretched/i:stretching/d:stretched/s:stretches/3:stretches,ecdict-bc015ed2e24a
strict,zk gk cet4 cet6 ky toefl,"[""cet4-w-d7653e8710e270c016b4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 严厉的, 绝对的, 详尽的, 严格的, 精确的
[法] 严格的, 精确的, 绝对的",r:stricter/t:strictest,ecdict-bc015ed2e24a
strictly,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"adv. 严格地, 确实地",,ecdict-bc015ed2e24a
strike,gk cet4 cet6 ky toefl ielts,"[""cet4-w-d0534b77f408274aec75""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 罢工, 打击, 殴打
vt. 打, 撞击, 冲击, 侵袭, 取消, 结算, 打掉, 罢工, 刺透, 使生根, 遇见
vi. 打, 打击, 抓, 罢工, 搏动, 触礁, 敲, 响, 穿透, 打动",p:struck/d:struck/s:strikes/3:strikes/i:striking,ecdict-bc015ed2e24a
string,gk cet4 cet6 ky toefl ielts,"[""cet4-w-d6703d2befd1bba4483b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 线, 细绳, 一串, 字符串
vt. 串起, 成串, 收紧, 缚, 扎
vi. 成一串
[计] 字符串, 串",s:strings/d:strung/i:stringing/3:strings/p:strung,ecdict-bc015ed2e24a
strip,cet4 cet6 ky toefl ielts gre,"[""cet4-w-3f964322814de2891be6""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 长条, 条状, 带, 脱衣舞
vt. 脱衣, 被剥去, 剥夺, 拆卸
vi. 脱衣服",s:strips/d:stripped/i:stripping/p:stripped/3:strips,ecdict-bc015ed2e24a
stripe,cet4 cet6 ky toefl ielts,"[""cet4-w-6369d21c634f26ad09f2""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 斑纹, 条纹
[医] 纹, 条纹",s:stripes/d:striped/i:striping/p:striped/3:stripes,ecdict-bc015ed2e24a
stroke,cet4 cet6 ky toefl ielts gre,"[""cet4-w-5e60f10f9b58f950c43f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 笔划, 打, 中风, 抚, 摩, 冲程
vt. 划尾桨, 抚, 摩, 划去
[计] 笔划",s:strokes/p:stroked/i:stroking/3:strokes/d:stroked,ecdict-bc015ed2e24a
strongly,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"adv. 强有力地, 坚强地, 激烈地",,ecdict-bc015ed2e24a
structural,cet4 cet6 toefl ielts,"[""cet4-w-4da1d16ede60d3a18f37""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 结构的, 建筑的
[医] 结构的",,ecdict-bc015ed2e24a
structure,cet4 cet6 ky,"[""cet4-w-f1372dd4d25a772af397""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 结构, 构造, 建筑物
vt. 构成, 组织",s:structures/d:structured/i:structuring/3:structures/p:structured,ecdict-bc015ed2e24a
struggle,gk cet4 cet6 ky toefl,"[""cet4-w-ce5669c1454104f50578""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 斗争, 努力, 奋斗
vi. 努力, 奋斗, 挣扎",i:struggling/p:struggled/s:struggles/d:struggled/3:struggles,ecdict-bc015ed2e24a
stuff,cet4 cet6 ky ielts,"[""cet4-w-99ebfb6a940e5789b8d6""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 原料, 要素, 东西, 材料, 素质, 织品, 废物, 废话
vt. 装填
vi. 狼吞虎咽",d:stuffed/p:stuffed/i:stuffing/s:stuffs/3:stuffs,ecdict-bc015ed2e24a
stumble,cet4 cet6 ky toefl ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 绊倒, 蹒跚而行, 失足
vt. 使绊倒, 使困惑
vi. 绊倒, 失足, 失策, 犯错, 蹒跚, 踌躇",p:stumbled/i:stumbling/d:stumbled/3:stumbles/s:stumbles,ecdict-bc015ed2e24a
stupid,zk gk cet4 cet6 ky,"[""cet4-w-3c896ea03387e01dbde0""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 愚蠢的, 麻木的",,ecdict-bc015ed2e24a
style,gk cet4 cet6 ky ielts,"[""cet4-w-04360b00a901d778f400""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 风格, 时尚, 文体, 风度, 字体, 类型
vt. 称呼, (根据新款式)设计, 使合潮流
n. 风格, 样式
[计] 风格, 样式",s:styles/d:styled/p:styled/i:styling/3:styles,ecdict-bc015ed2e24a
submarine,cet4 cet6 ky toefl ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 潜水艇, 海底生物
a. 海中的, 生长在海中的
vt. 用潜水艇攻击
vi. 在下疾行, 在下滑动",s:submarines/i:submarining/p:submarined/3:submarines/d:submarined,ecdict-bc015ed2e24a
submerge,cet4 cet6 ky toefl ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"vt. 使浸水, 使陷入, 淹没
vi. 潜入水中",d:submerged/i:submerging/p:submerged/3:submerges/s:submerges,ecdict-bc015ed2e24a
submit,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-d585bfec1893de94a441""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 使服从, 使受到, 委托, 提交, 认为
vi. 屈服, 服从",d:submitted/p:submitted/i:submitting/3:submits,ecdict-bc015ed2e24a
subsequent,cet4 cet6 ky toefl ielts gre,"[""cet4-w-d97a58020cfd918c7518""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 后来的, 接下去的
[经] 后来的",,ecdict-bc015ed2e24a
subsidy,cet4 cet6 ky toefl ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 补助金, 津贴
[经] 补助金, 津贴, 补贴",s:subsidies,ecdict-bc015ed2e24a
substance,cet4 cet6 ky gre,"[""cet4-w-0c9efe34647089079b28""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 物质, 实质, 主旨, 资产, 本质, 牢固
[化] 物质",s:substances,ecdict-bc015ed2e24a
substantial,cet4 cet6 ky toefl ielts gre,"[""cet4-w-27e71db9fb7b57b1e084""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 重要材料(或事物), 有实际价值的东西
a. 实质上的, 物质的, 有内容的, 结实的",,ecdict-bc015ed2e24a
substitute,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-389b64838b481a58c87c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 代理, 代理人, 代用品, 代替者, 代替物
vt. 代替
vi. 替代, 取代, 代用
a. 代替的, 代用的, 代用品的
[计] 置换; 替代",s:substitutes/d:substituted/i:substituting/p:substituted/3:substitutes,ecdict-bc015ed2e24a
subtract,cet4 cet6 ky toefl ielts gre,"[""cet4-w-ba43e4a463aefadf0b8d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 减去, 扣掉, 减少
vi. 做减法
[计] 减",i:subtracting/d:subtracted/p:subtracted/3:subtracts,ecdict-bc015ed2e24a
suburb,cet4 cet6 ky toefl ielts,"[""cet4-w-ece0129a9b17e71f79cb""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 市郊住宅区, 郊区, 边缘",s:suburbs,ecdict-bc015ed2e24a
subway,cet4 cet6 ky toefl,"[""cet4-w-044bba3c3a73aa315f1f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 地铁, 地道
vi. 乘地铁",s:subways,ecdict-bc015ed2e24a
succeed,zk gk cet4 cet6 ky toefl,"[""cet4-w-9989e9bee6bfe54b8662""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 成功, 继承, 继续
vt. 继承, 接替",d:succeeded/p:succeeded/3:succeeds/i:succeeding,ecdict-bc015ed2e24a
success,zk gk cet4 cet6 ky,"[""cet4-w-1c0c9b38e8c66e6ad49a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 成功, 成就, 胜利",s:successes,ecdict-bc015ed2e24a
successful,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-79f3be233a88ce6fcd4e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 成功的, 一帆风顺的, 顺利的
[经] 成功的",,ecdict-bc015ed2e24a
successfully,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"adv. 成功, 结果良好, 有成就",,ecdict-bc015ed2e24a
succession,cet4 cet6 ky ielts,"[""cet4-w-d6edb0e9f46dc6ec95bd""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 连续, 继承权, 继位, 演替, 地层次序
[法] 继承, 继承权, 继位",s:successions,ecdict-bc015ed2e24a
successive,cet4 cet6 ky toefl,"[""cet4-w-daaa334bcaa7d3a9af9e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 继承的, 连续的
[经] 接续承运人; 连续的",,ecdict-bc015ed2e24a
suck,gk cet4 cet6 ky ielts,"[""cet4-w-2f7656d92eefae8fe4a2""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 吸, 吮, 吸入, 吮吸, 吸收
vi. 吸, 吸奶
n. 吸, 吸入, 吮吸",i:sucking/d:sucked/p:sucked/3:sucks/s:sucks,ecdict-bc015ed2e24a
sudden,zk gk cet4 cet6 ky,"[""cet4-w-cac79b84445cddb53b7a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 突然, 忽然
a. 突然的, 意外的, 快速的",,ecdict-bc015ed2e24a
suddenly,cet4 cet6,"[""cet4-w-f60137c8e70ebd4eaad5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 突然, 意外, 忽然, 迅速, 即席作成, 即刻, 急速",,ecdict-bc015ed2e24a
suffer,gk cet4 cet6 ky toefl,"[""cet4-w-51fa19572e07dbcd7a9e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 遭受, 经历, 忍受
vi. 受痛苦, 受损害",d:suffered/p:suffered/i:suffering/3:suffers,ecdict-bc015ed2e24a
sufficient,cet4 cet6 ky toefl ielts gre,"[""cet4-w-6f228dd5ab3fbaf8b0ee""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 充分的, 足够的
[法] 充分的, 足够的",,ecdict-bc015ed2e24a
sufficiently,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"adv. 足够, 充分",,ecdict-bc015ed2e24a
suit,gk cet4 cet6 ky toefl ielts,"[""cet4-w-01a067e222ec7def98c7""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 套装, 诉讼, 请求, 起诉, 套, 组
vt. 适合, 使适应
vi. 合适, 相称",d:suited/3:suits/s:suits/p:suited/i:suiting,ecdict-bc015ed2e24a
suitable,gk cet4 cet6 ky toefl ielts,"[""cet4-w-b2c8461426f00c6dd4a0""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 适当的, 相配的
[法] 合适的, 适宜的, 适当的",,ecdict-bc015ed2e24a
sulphur,cet4 cet6 ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 硫, 硫磺
[化] 硫",,ecdict-bc015ed2e24a
sum,cet4 cet6 ky toefl,"[""cet4-w-34b54b41c4b987834030""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 总数, 总和, 金额, 概要, 顶点
vt. 总计, 概括
vi. 合计
[计] 系统实用程序和维护",s:sums/3:sums/d:summed/p:summed/i:summing,ecdict-bc015ed2e24a
summarize,cet4 cet6 ky,"[""cet4-w-532339f4d8aea058a389""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 概述, 总结",d:summarized/3:summarizes/i:summarizing/p:summarized,ecdict-bc015ed2e24a
summary,gk cet4 cet6 ky ielts gre,"[""cet4-w-04cc06094c61f4bead81""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 摘要, 概要
a. 摘要的, 简略的
[计] 摘要; 概要",s:summaries,ecdict-bc015ed2e24a
summit,cet4 cet6 ky toefl ielts,"[""cet4-w-1e00f1ffa1a34b31e3a4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 顶点, 最高阶层, 最高级会议
a. 政府首脑的, 最高级的",s:summits,ecdict-bc015ed2e24a
sunlight,gk cet4 cet6 toefl ielts,"[""cet4-w-9441aeb406c87de27328""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 日光
[医] 日光, 太阳光",,ecdict-bc015ed2e24a
sunrise,gk cet4 cet6 ky toefl,"[""cet4-w-8ade9d30544a730a0560""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 日出, 黎明, 拂晓",s:sunrises,ecdict-bc015ed2e24a
sunset,gk cet4 cet6 ky toefl,"[""cet4-w-cc465c696ef03cf872db""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 日落, 晚年",s:sunsets,ecdict-bc015ed2e24a
sunshine,gk cet4 cet6 ky toefl,"[""cet4-w-7dfd3edf16582205c64c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 阳光, 光明, 晴天",,ecdict-bc015ed2e24a
super,gk cet4 cet6 ky,"[""cet4-w-d5bc7d9c1aa03708e261""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 跑龙套角色, 冗员, 特级品, 特大号, 管理人
a. 上等的, 特大的, 超级的, 极好的, 十分的, 过分的
adv. 非常",s:supers,ecdict-bc015ed2e24a
superficial,cet4 cet6 ky toefl ielts gre,"[""cet4-w-146e687e6ba051d2cde3""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 表面, 外表
a. 表面的, 肤浅的, 面积的",,ecdict-bc015ed2e24a
superior,gk cet4 cet6 ky toefl ielts,"[""cet4-w-a4a896ed908618a32edd""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 长者, 占优势的人, 上级
a. 上级的, 出众的, 高傲的",s:superiors,ecdict-bc015ed2e24a
supplement,cet4 cet6 ky toefl gre,"[""cet4-w-d6370dde1fbea347fb00""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 补充物, 增刊, 补充, 补遗, 补编, 附录, 补角
vt. 补充, 增补",s:supplements/d:supplemented/i:supplementing/p:supplemented/3:supplements,ecdict-bc015ed2e24a
supply,zk gk cet4 cet6 ky ielts,"[""cet4-w-370190b561098d12cc1c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 补给, 供给, 供应品
vt. 补给, 供给, 提供, 补充
vi. 替代",d:supplied/s:supplies/i:supplying/p:supplied/3:supplies,ecdict-bc015ed2e24a
support,gk cet4 cet6 ky ielts,"[""cet4-w-385010cccc39746e3da1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 支持, 支撑, 援助, 供养, 支撑物
vt. 支援, 支撑, 帮助, 支持, 忍受, 供养, 证实
[计] 后援; 支持",d:supported/i:supporting/3:supports/p:supported/s:supports,ecdict-bc015ed2e24a
suppose,zk gk cet4 cet6 ky toefl,"[""cet4-w-34561055ab36d9d6f66b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 推想, 假设, 以为, 想像, 假定
vi. 料想",p:supposed/d:supposed/i:supposing/3:supposes,ecdict-bc015ed2e24a
supreme,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-8160c489b583fa3dd309""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 至高, 霸权
a. 至高的, 终极的, 极端的, 最大的",,ecdict-bc015ed2e24a
surely,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"adv. 的确地, 安全地
[经] 保证, 保证人, 保证金",,ecdict-bc015ed2e24a
surgeon,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-6bb8f168b1210e9338f7""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 外科医生, 军医, 船医
[医] 外科医师",s:surgeons,ecdict-bc015ed2e24a
surgery,cet4 cet6 ky toefl ielts,"[""cet4-w-c26cf487bd01b2cb767c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 外科, 手术, 手术室, 换球术",s:surgeries,ecdict-bc015ed2e24a
surname,cet4 cet6 ky ielts,"[""cet4-w-acabe367ab82a5bb5f43""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 姓, 别号, 绰号
vt. 呼以姓氏, 起绰号",s:surnames/p:surnamed,ecdict-bc015ed2e24a
surplus,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-5997ac0b17114be06fa5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 剩余, 过剩, 盈余
a. 过剩的, 剩余的",,ecdict-bc015ed2e24a
surprising,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,a. 令人惊讶的,0:surprise/1:i/i:surprising,ecdict-bc015ed2e24a
surprisingly,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"adv. 使人惊奇, 出人意外, 惊人, 令人惊讶",,ecdict-bc015ed2e24a
surrender,cet4 cet6 ky toefl ielts gre,"[""cet4-w-8d83c84d5021167e1657""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 交出, 放弃, 使投降, 让与
vi. 投降, 自首
n. 交出, 放弃, 投降",d:surrendered/p:surrendered/i:surrendering/3:surrenders/s:surrenders,ecdict-bc015ed2e24a
surround,gk cet4 cet6 ky,"[""cet4-w-30f6f42861f895165f40""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 包围, 环绕, 围绕
n. 围绕物",d:surrounded/i:surrounding/p:surrounded/3:surrounds/s:surrounds,ecdict-bc015ed2e24a
surroundings,cet4 cet6 ky ielts,"[""cet4-w-edd825fca418a0377fdf""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 环境, 周围的事物
[化] 环境",s:surroundings/0:surroundings/1:s,ecdict-bc015ed2e24a
survey,cet4 cet6 ky toefl ielts,"[""cet4-w-8868cef6b9f574e7a3f5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 纵览, 视察, 测量, 俯瞰, 调查
vt. 审视, 视察, 俯瞰, 通盘考虑
vi. 测量土地",s:surveys/i:surveying/p:surveyed/d:surveyed/3:surveys,ecdict-bc015ed2e24a
survival,gk cet4 cet6 ky toefl ielts,"[""cet4-w-abb9ce76d416cabedccb""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 生存, 残存, 幸存者
a. 赖以生存的",s:survivals,ecdict-bc015ed2e24a
survive,gk cet4 cet6 ky toefl gre,"[""cet4-w-80246cfe046db00eef40""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 比...活得长, 生存, 生还, 幸免于
vi. 活下来, 幸存",p:survived/d:survived/3:survives/i:surviving,ecdict-bc015ed2e24a
